model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 Supra X 125,2013.21,34603.91,Manual,17208.03,Trail,294.95,122.68,138.07
 Verza,2018.77,10823.8,Manual,97173.3,Skuter,73.44,58.56,64.07
 PCX,2013.65,24462.66,Kopling,72705.25,Trail,112.91,69.61,88.05
 Supra GTR,2014.86,22820.47,Kopling,113112.63,Bebek,90.33,54.65,68.99
 Verza,2012.57,32349.16,Kopling,41339.63,Sport,32.89,84.2,56.77
 PCX,2015.89,8677.34,Automatic,14115.34,Sport,146.97,33.69,33.49
 Revo,2013.25,27254.35,Manual,60985.42,Sport,113.61,42.52,102.93
 BeAT ,2012.66,21528.41,Manual,11487.41,Trail,208.47,100.34,107.74
 Revo,2015.13,12368.3,Manual,115464.52,Skuter,245.28,46.09,41.23
 BeAT ,2011.04,18600.89,Kopling,5942.63,Trail,163.27,50.84,118.35
 CRF 150,2011.06,14212.5,Kopling,90047.52,Skuter,9.66,104.92,128.18
 Vario 125,2012.75,21873.0,Kopling,63174.02,Sport,185.68,37.05,138.1
 Vario 125,2011.29,31534.93,Kopling,44762.54,Bebek,16.62,70.43,24.18
 Vario 125,2011.86,21560.75,Kopling,9137.92,Trail,184.91,30.24,45.59
 Supra GTR,2013.71,23508.11,Automatic,74594.54,Bebek,205.51,61.64,129.05
 Revo,2017.42,19983.41,Kopling,70247.44,Sport,59.33,95.8,29.78
 CRF 150,2015.58,5395.31,Manual,34439.45,Skuter,245.8,36.74,0.52
 BeAT ,2015.1,11063.95,Kopling,108486.78,Bebek,273.33,114.17,130.62
 PCX,2013.35,19148.96,Manual,37172.28,Trail,243.93,116.22,48.97
 Supra X 125,2018.45,13478.03,Kopling,54305.24,Bebek,91.53,38.18,62.17
 PCX,2014.18,9469.84,Kopling,65369.55,Bebek,175.99,124.1,66.95
 Supra X 125,2011.7,19527.44,Manual,13184.18,Trail,274.44,56.86,127.24
 Genio,2015.94,13870.34,Manual,111068.22,Skuter,96.2,36.16,50.68
 PCX,2011.91,11851.7,Manual,45458.55,Trail,246.01,28.49,133.84
 Verza,2013.76,18274.88,Manual,10895.4,Sport,2.84,67.63,92.54
 Verza,2015.06,7957.34,Automatic,46959.29,Skuter,1.09,89.09,79.09
 CB150R,2017.99,32743.74,Manual,72010.23,Bebek,227.91,60.22,48.84
 Revo,2014.95,30870.44,Kopling,61826.86,Trail,228.43,109.16,36.56
 Supra X 125,2016.62,25876.05,Kopling,83110.11,Sport,236.69,97.51,93.61
 Supra X 125,2018.94,7112.77,Automatic,7919.19,Trail,279.01,61.97,67.03
 BeAT,2012.05,28005.59,Manual,34869.76,Skuter,35.37,99.23,136.58
 BeAT Street,2013.2,29006.46,Kopling,97780.85,Sport,69.6,119.23,73.75
 Revo,2014.16,27752.49,Automatic,10791.21,Bebek,271.12,37.03,76.77
 Supra GTR,2014.37,7354.62,Kopling,102046.62,Skuter,53.17,57.69,62.51
 CB150R,2014.29,23888.28,Automatic,12203.4,Sport,204.67,72.94,118.39
 Supra GTR,2018.26,29829.1,Automatic,99572.05,Skuter,159.14,76.31,63.73
 Supra GTR,2016.71,21811.85,Manual,43841.0,Bebek,24.96,80.59,40.4
 Supra GTR,2015.86,23966.26,Automatic,73422.91,Sport,85.58,57.16,129.3
 CRF 150,2013.47,18099.48,Kopling,19379.55,Trail,156.11,92.72,89.52
 Revo,2017.59,20294.14,Kopling,9176.35,Trail,255.71,90.57,88.73
 Supra GTR,2018.64,4871.52,Manual,26798.07,Bebek,212.26,84.05,91.62
 Verza,2017.57,23734.01,Manual,16434.15,Sport,186.56,39.03,107.83
 BeAT Street,2011.01,6340.07,Automatic,38148.37,Bebek,148.81,74.27,46.96
 BeAT Street,2016.09,17371.02,Manual,61912.82,Bebek,89.61,62.55,5.08
 Vario 125,2011.41,12929.55,Kopling,70663.85,Skuter,35.77,75.63,121.59
 Genio,2013.06,20815.81,Kopling,94326.09,Trail,122.72,117.42,19.34
 Supra X 125,2011.48,7961.46,Manual,78603.53,Bebek,8.56,74.61,108.27
 BeAT,2015.83,25377.58,Manual,73016.9,Skuter,63.32,29.36,12.35
 Supra X 125,2016.49,28602.56,Manual,49840.86,Bebek,129.75,70.57,56.3
 Genio,2011.92,8895.5,Automatic,57138.83,Bebek,125.58,107.6,9.45
 BeAT,2014.07,7053.46,Automatic,50163.11,Bebek,13.29,103.67,78.33
 CRF 150,2014.65,8338.94,Kopling,100479.41,Trail,176.72,77.8,97.97
 Revo,2013.95,31164.5,Automatic,28452.62,Sport,164.91,52.23,25.71
 PCX,2011.97,20277.98,Automatic,2064.12,Trail,23.43,73.11,55.74
 Revo,2014.35,18377.08,Automatic,78024.65,Skuter,282.95,82.68,139.54
 Supra X 125,2017.01,7128.3,Automatic,25212.5,Sport,29.81,124.99,66.36
 Supra X 125,2011.57,24064.5,Kopling,106121.06,Skuter,256.45,90.49,120.38
 BeAT,2011.64,30879.72,Manual,102465.53,Bebek,0.09,95.34,139.08
 BeAT,2013.84,29637.57,Kopling,10418.67,Sport,264.68,75.67,146.15
 CRF 150,2018.53,23331.28,Automatic,13908.55,Skuter,5.92,62.39,134.75
 Genio,2016.35,6147.62,Manual,59652.39,Bebek,227.34,106.86,47.61
 Supra GTR,2016.43,7305.67,Manual,73071.53,Skuter,108.51,76.01,144.39
 Revo,2013.9,5337.39,Manual,33736.44,Skuter,221.47,124.48,121.86
 BeAT,2015.75,11832.09,Kopling,85728.7,Trail,120.52,72.34,125.58
 BeAT ,2011.08,8031.5,Manual,71388.22,Bebek,21.27,34.6,2.28
 Genio,2016.09,11912.24,Kopling,39609.48,Trail,230.25,94.21,143.14
 Verza,2018.31,15812.43,Kopling,4376.18,Sport,21.38,32.52,116.71
 CRF 150,2015.9,33219.12,Automatic,89652.93,Bebek,276.64,52.3,115.2
 Supra X 125,2017.99,22842.12,Automatic,26658.7,Trail,15.29,62.31,12.23
 Genio,2016.79,29849.35,Manual,99574.35,Trail,143.8,99.73,34.89
 Revo,2011.96,25961.26,Manual,50841.93,Sport,216.91,75.94,144.34
 BeAT,2018.22,7308.99,Automatic,69289.35,Skuter,117.97,30.78,75.1
 Supra X 125,2011.53,26758.98,Kopling,104101.27,Skuter,65.17,87.83,59.68
 PCX,2015.27,12381.81,Kopling,103004.02,Skuter,227.73,67.91,125.99
 CRF 150,2012.14,23738.53,Automatic,45103.62,Sport,235.29,117.42,13.1
 Genio,2011.09,14436.67,Kopling,25968.66,Trail,276.81,76.46,62.54
 CB150R,2014.38,34925.38,Automatic,92593.91,Bebek,112.85,96.77,56.36
 Supra X 125,2013.36,12021.54,Automatic,52346.78,Sport,151.88,49.23,52.48
 Revo,2014.89,12507.59,Manual,23986.47,Skuter,108.94,101.81,46.15
 Vario 125,2015.62,32835.04,Manual,107804.78,Skuter,77.12,97.93,31.51
 BeAT ,2011.35,4567.88,Automatic,24699.74,Bebek,225.31,115.7,25.94
 Sonic 150,2011.98,25535.0,Manual,4427.45,Sport,101.9,31.28,96.06
 Supra GTR,2015.47,26428.46,Automatic,3777.12,Skuter,128.44,71.41,137.91
 Sonic 150,2013.75,29893.18,Kopling,74612.0,Sport,121.1,93.88,76.33
 Revo,2016.83,34200.53,Kopling,79243.03,Trail,213.8,37.23,44.7
 Verza,2016.22,34236.8,Kopling,37987.86,Sport,275.34,67.83,23.87
 Verza,2017.76,5835.57,Kopling,39043.17,Trail,200.03,119.39,124.52
 Vario 125,2016.54,29439.57,Automatic,41335.51,Bebek,141.47,70.29,145.72
 Supra GTR,2014.44,23963.22,Kopling,81417.77,Trail,233.76,123.58,52.37
 CB150R,2016.38,23995.43,Kopling,8230.96,Trail,192.29,33.51,43.64
 Vario 125,2013.2,7803.39,Kopling,110709.9,Bebek,18.18,97.63,90.22
 BeAT Street,2013.45,24084.19,Kopling,27572.6,Skuter,28.7,84.36,116.3
 Sonic 150,2017.31,34451.47,Automatic,119011.55,Bebek,11.38,76.55,68.31
 Vario 125,2014.57,32246.83,Kopling,21572.19,Sport,137.04,122.17,94.51
 Sonic 150,2017.39,17499.44,Manual,92170.38,Bebek,247.76,40.58,107.48
 Supra X 125,2017.58,5045.34,Manual,27677.5,Sport,93.92,114.91,144.09
 Verza,2017.86,15102.19,Manual,10903.35,Skuter,115.25,95.05,24.76
 Supra X 125,2018.33,29581.55,Manual,104334.78,Sport,272.84,53.12,149.61
 BeAT ,2014.45,25685.07,Manual,102430.81,Bebek,251.07,115.46,58.82
 BeAT Street,2013.55,18130.06,Manual,48874.69,Bebek,199.51,69.64,108.48
 Supra GTR,2015.66,5518.11,Automatic,84034.23,Skuter,80.04,106.98,85.86
 CB150R,2013.97,17117.69,Manual,66934.82,Bebek,35.11,65.72,73.0
 CRF 150,2015.81,18432.11,Kopling,101748.96,Skuter,4.82,110.54,104.71
 Sonic 150,2016.64,32769.0,Manual,38460.17,Skuter,32.1,89.75,59.36
 CB150R,2016.51,23800.25,Automatic,63005.77,Bebek,87.78,41.68,18.92
 Sonic 150,2014.0,13522.26,Manual,58499.43,Trail,165.54,91.02,73.33
 Revo,2012.33,20188.4,Kopling,43031.21,Sport,19.2,46.56,78.29
 Vario 125,2014.44,5859.86,Kopling,106278.71,Trail,40.87,67.96,30.29
 BeAT ,2012.14,34142.16,Automatic,20908.03,Skuter,54.32,44.52,140.34
 Verza,2018.12,15032.51,Automatic,18982.04,Sport,189.59,30.14,34.12
 CRF 150,2013.77,18707.98,Automatic,69269.6,Trail,184.74,48.55,61.38
 BeAT,2012.24,14883.5,Automatic,78751.11,Bebek,165.23,80.03,23.24
 Sonic 150,2011.2,25092.68,Manual,24289.71,Trail,75.15,74.71,80.37
 CB150R,2016.17,24459.98,Manual,47362.42,Sport,111.34,76.65,46.15
 BeAT ,2016.1,26116.34,Kopling,112762.76,Sport,29.01,52.03,73.39
 PCX,2013.72,12164.8,Automatic,30407.76,Sport,67.94,94.46,33.69
 CRF 150,2011.57,13647.54,Automatic,80029.65,Sport,269.31,96.31,8.07
 PCX,2014.28,7706.71,Manual,88476.24,Trail,293.91,62.72,116.88
 Supra X 125,2013.49,24250.26,Automatic,54117.37,Bebek,194.3,113.47,96.16
 Verza,2016.42,5040.63,Kopling,111699.37,Bebek,275.05,90.47,51.11
 BeAT,2015.85,22446.09,Kopling,88065.29,Sport,192.82,97.16,7.12
 Revo,2013.92,30932.64,Automatic,55269.95,Bebek,9.96,54.9,129.84
 CB150R,2012.74,31592.07,Kopling,68378.41,Trail,299.03,28.06,25.47
 BeAT,2018.9,17808.53,Kopling,82883.21,Bebek,29.69,111.94,139.61
 Vario 125,2014.63,18128.82,Manual,71067.5,Skuter,204.79,107.78,71.79
 Vario 125,2016.51,6200.36,Kopling,104777.68,Bebek,75.85,39.95,51.06
 CB150R,2012.12,24726.2,Automatic,43382.16,Sport,117.59,64.29,111.26
 Supra GTR,2014.88,29421.47,Automatic,36675.26,Bebek,193.78,92.15,131.53
 Revo,2011.22,11431.99,Kopling,26551.07,Bebek,130.95,91.25,55.61
 BeAT ,2015.04,16943.17,Automatic,5836.51,Bebek,75.16,111.45,61.1
 Sonic 150,2018.71,29969.95,Manual,6451.98,Bebek,100.33,41.61,64.97
 CRF 150,2014.07,31164.28,Kopling,103760.82,Skuter,102.46,69.7,138.35
 Supra GTR,2011.31,11385.97,Kopling,81210.06,Trail,287.8,37.43,103.88
 Sonic 150,2011.25,20976.25,Kopling,79108.58,Sport,239.58,65.79,37.15
 Sonic 150,2014.1,9804.59,Automatic,73709.26,Sport,137.56,29.47,27.75
 Supra GTR,2012.28,6977.52,Automatic,101309.28,Bebek,59.95,115.13,34.56
 Supra X 125,2011.19,32225.05,Kopling,57898.73,Trail,243.3,79.12,39.53
 PCX,2017.05,29398.01,Automatic,103802.67,Bebek,47.15,110.43,34.53
 Sonic 150,2014.67,27511.33,Automatic,43682.94,Skuter,63.14,33.81,98.78
 Supra GTR,2013.31,5320.46,Kopling,110426.48,Trail,109.8,50.06,17.39
 Supra GTR,2018.2,30122.49,Kopling,83594.28,Trail,264.1,53.16,58.1
 BeAT Street,2011.93,17465.54,Automatic,31650.2,Trail,39.54,65.51,93.76
 BeAT,2018.65,14481.39,Kopling,67760.67,Trail,36.67,105.88,43.63
 Genio,2013.51,20848.52,Kopling,64106.84,Bebek,148.19,65.5,9.79
 Supra X 125,2018.11,6649.13,Kopling,17616.04,Skuter,82.92,47.85,12.27
 Verza,2015.82,27405.62,Kopling,70956.05,Trail,170.62,34.3,18.9
 Genio,2017.61,21970.39,Automatic,38428.36,Sport,135.49,35.71,125.38
 BeAT,2018.87,9620.42,Kopling,7550.3,Sport,130.49,101.72,98.68
 BeAT,2013.31,9671.66,Manual,113008.93,Skuter,33.59,71.15,9.68
 BeAT,2018.69,9547.37,Kopling,76868.12,Sport,42.31,98.44,58.66
 Genio,2014.12,5577.42,Manual,104568.4,Bebek,246.32,94.18,41.79
 CB150R,2014.08,22137.72,Kopling,80935.07,Bebek,265.76,41.13,86.71
 PCX,2013.72,30017.02,Manual,43393.34,Skuter,70.41,41.86,78.42
 Supra GTR,2015.33,4344.93,Manual,61713.37,Trail,34.04,101.27,72.17
 CRF 150,2012.23,5327.9,Kopling,80898.69,Sport,16.03,97.96,47.18
 PCX,2015.43,21668.86,Kopling,114373.33,Sport,182.49,64.67,20.67
 Revo,2015.33,29366.45,Kopling,31237.49,Skuter,214.61,35.51,111.36
 CB150R,2017.1,13992.93,Manual,104339.93,Skuter,111.84,29.17,131.98
 Verza,2017.67,14706.62,Automatic,110117.07,Sport,203.9,55.95,141.62
 PCX,2014.52,22404.41,Automatic,80271.42,Trail,213.89,28.89,8.79
 CRF 150,2013.42,12354.17,Kopling,110962.9,Skuter,280.6,50.32,110.99
 Vario 125,2013.07,4629.15,Automatic,48205.0,Bebek,19.46,68.69,108.98
 BeAT,2012.56,26737.39,Automatic,113521.93,Sport,57.69,39.78,142.07
 Sonic 150,2011.46,23318.65,Kopling,84079.73,Skuter,20.56,38.11,37.94
 Revo,2013.74,21918.01,Manual,6333.36,Skuter,260.4,114.95,111.33
 Supra X 125,2013.16,26938.8,Kopling,108092.75,Skuter,237.78,84.79,8.19
 Verza,2018.73,24865.53,Automatic,58393.59,Sport,172.39,118.64,94.69
 Revo,2015.46,10222.31,Manual,55552.61,Bebek,25.1,61.55,52.63
 BeAT,2013.78,14796.06,Automatic,68040.89,Bebek,81.99,93.68,115.34
 Sonic 150,2015.64,7733.51,Manual,18967.44,Sport,89.32,47.86,129.5
 CB150R,2012.11,7850.41,Automatic,56592.61,Skuter,168.22,87.98,54.72
 Sonic 150,2014.55,24895.63,Kopling,99180.6,Sport,77.41,40.57,78.84
 Genio,2016.01,30586.46,Automatic,3212.65,Sport,21.89,28.2,17.61
 Sonic 150,2014.91,33835.29,Automatic,33502.16,Skuter,219.23,118.36,62.54
 Genio,2014.21,23402.8,Manual,1679.8,Sport,89.72,81.82,54.12
 CB150R,2018.95,9542.78,Automatic,50303.18,Trail,135.71,117.91,27.47
 BeAT ,2018.04,7095.19,Kopling,87083.87,Bebek,38.3,60.38,134.17
 BeAT,2015.99,29159.14,Kopling,95373.69,Trail,240.76,59.8,22.21
 Genio,2015.56,21855.62,Kopling,112601.08,Trail,169.66,66.86,95.36
 Supra X 125,2015.97,23088.87,Manual,72987.04,Trail,270.48,96.49,133.52
 Sonic 150,2012.61,28179.84,Manual,31350.14,Sport,148.64,82.88,136.8
 Sonic 150,2014.16,25740.55,Automatic,110125.32,Skuter,282.43,117.76,118.99
 Supra X 125,2011.32,29833.26,Automatic,92613.88,Sport,267.56,30.47,26.42
 Vario 125,2014.8,5552.82,Automatic,68977.68,Bebek,172.94,96.7,122.61
 Supra GTR,2015.34,27120.9,Manual,83239.33,Sport,280.17,60.04,41.48
 BeAT ,2012.82,30344.76,Manual,110145.14,Sport,96.93,45.48,138.36
 Verza,2018.71,12726.13,Automatic,85210.57,Sport,109.69,77.51,106.36
 CRF 150,2018.28,23780.31,Manual,44733.58,Sport,13.64,76.99,117.79
 Genio,2016.78,13600.54,Manual,85285.19,Trail,176.76,41.29,12.75
 Supra X 125,2015.27,33686.74,Kopling,6130.09,Skuter,216.58,47.58,87.41
 CRF 150,2017.96,4841.78,Kopling,46856.27,Bebek,232.06,67.59,123.17
 CB150R,2012.05,21887.96,Automatic,49198.56,Bebek,44.94,67.65,129.24
 Genio,2017.32,8993.74,Automatic,21021.02,Bebek,133.25,58.8,4.29
 Supra GTR,2012.0,26019.56,Kopling,4107.21,Sport,53.06,42.41,140.87
 CRF 150,2017.35,9286.6,Manual,17084.5,Bebek,198.64,28.42,6.5
 CB150R,2013.21,11142.72,Automatic,78413.11,Trail,47.38,122.11,92.18
 Revo,2018.02,19222.87,Automatic,95787.5,Skuter,271.25,119.52,104.01
 BeAT,2018.55,32340.94,Automatic,117662.03,Sport,69.19,74.91,16.1
 Sonic 150,2012.19,10404.28,Manual,42143.78,Sport,87.42,124.52,7.2
 Revo,2014.7,8299.14,Kopling,71913.36,Trail,255.27,93.34,117.74
 Genio,2018.85,27478.32,Automatic,111654.54,Bebek,137.54,34.68,57.7
 Supra GTR,2014.87,19417.83,Kopling,21044.97,Sport,7.2,39.42,16.07
 BeAT ,2017.91,32245.78,Kopling,85828.46,Sport,148.38,116.86,114.4
 CRF 150,2015.71,8373.23,Manual,90221.04,Trail,25.36,89.12,127.37
 BeAT,2014.0,23951.3,Manual,11859.77,Trail,295.6,109.79,88.11
 Genio,2013.29,11064.6,Manual,102724.74,Bebek,176.43,115.13,24.19
 Supra X 125,2012.63,8689.77,Manual,97060.13,Skuter,76.96,71.45,2.28
 PCX,2017.09,25121.31,Manual,5321.16,Skuter,169.12,32.71,105.12
 Genio,2014.09,22321.37,Manual,12107.9,Bebek,23.06,46.26,82.52
 BeAT,2015.09,27348.86,Automatic,7171.22,Skuter,239.97,34.46,97.62
 Sonic 150,2014.94,13453.92,Kopling,40776.59,Trail,277.6,46.31,121.98
 Sonic 150,2015.62,17775.27,Manual,61313.43,Trail,262.33,67.82,65.13
 Genio,2017.92,16449.31,Automatic,64026.5,Trail,102.53,39.47,18.68
 CB150R,2018.85,34501.61,Kopling,32884.4,Skuter,97.73,44.17,141.0
 PCX,2014.26,12916.88,Manual,108648.58,Skuter,10.53,71.24,81.79
 Supra X 125,2017.62,12997.0,Manual,44720.43,Sport,195.42,61.0,92.29
 Genio,2017.12,14860.55,Automatic,6750.39,Sport,160.47,73.36,140.01
 CB150R,2015.59,21413.77,Kopling,36715.42,Sport,137.8,69.63,139.74
 Sonic 150,2018.65,11671.22,Manual,63880.8,Skuter,272.29,90.51,85.81
 Sonic 150,2012.6,32355.13,Kopling,49421.97,Sport,50.36,118.91,44.64
 Supra GTR,2011.87,12088.12,Automatic,33611.04,Trail,2.9,38.46,149.57
 Genio,2017.83,31747.56,Manual,16842.36,Skuter,21.99,37.63,102.12
 PCX,2014.51,7027.32,Kopling,97773.08,Bebek,67.01,110.72,61.27
 Vario 125,2017.78,24283.1,Automatic,118596.45,Skuter,9.99,77.12,83.98
 PCX,2018.14,32096.04,Automatic,40164.6,Sport,150.85,102.34,62.38
 Sonic 150,2011.5,9063.81,Manual,46292.15,Skuter,94.23,48.9,133.25
 Sonic 150,2018.07,34009.83,Kopling,74108.68,Sport,54.14,108.4,72.37
 Revo,2014.59,17928.51,Manual,85922.11,Sport,225.03,117.61,123.53
 Sonic 150,2015.08,33304.37,Manual,47516.8,Bebek,61.34,89.64,126.03
 Supra X 125,2016.01,24915.11,Kopling,107864.1,Bebek,206.28,38.27,123.65
 Verza,2018.41,13208.21,Kopling,67280.51,Trail,104.78,114.84,108.33
 Genio,2011.15,9673.85,Kopling,54383.45,Sport,153.55,104.87,128.23
 CRF 150,2014.81,13275.23,Automatic,77477.87,Skuter,280.16,100.84,58.08
 PCX,2016.5,6701.05,Automatic,113496.95,Bebek,11.21,31.56,17.2
 Verza,2016.78,8287.54,Kopling,94877.23,Bebek,150.08,105.5,126.37
 CB150R,2016.54,7064.3,Automatic,6098.9,Sport,256.33,41.38,74.73
 Vario 125,2012.08,16994.42,Manual,40490.25,Skuter,176.39,49.57,19.11
 Supra X 125,2013.4,28620.25,Kopling,56754.82,Bebek,83.06,83.98,17.3
 BeAT,2013.87,8210.03,Manual,38396.82,Bebek,119.3,53.7,23.89
 BeAT Street,2017.44,7864.87,Kopling,83774.37,Skuter,204.08,92.15,112.65
 PCX,2013.23,23873.34,Manual,98609.0,Bebek,267.24,86.98,106.63
 Verza,2012.69,9950.91,Kopling,87440.33,Skuter,12.32,38.49,30.57
 BeAT,2018.66,6844.34,Manual,117794.97,Sport,21.46,91.63,127.04
 Vario 125,2011.07,9004.51,Kopling,33458.68,Bebek,97.52,117.62,42.19
 Revo,2018.98,32618.5,Kopling,104341.39,Sport,69.83,43.63,118.95
 BeAT,2016.41,29428.08,Automatic,91591.06,Skuter,79.48,85.92,73.32
 Supra X 125,2017.63,14845.46,Manual,44004.59,Sport,66.38,61.16,109.73
 Supra X 125,2013.36,24259.95,Automatic,87767.36,Sport,58.75,72.58,57.21
 CRF 150,2011.11,20561.46,Manual,13636.47,Sport,39.19,55.84,52.07
 Revo,2016.9,24924.6,Automatic,94263.19,Trail,280.19,62.35,126.2
 BeAT Street,2017.67,25097.66,Kopling,64024.49,Skuter,43.26,30.8,5.3
 Genio,2016.92,23414.87,Automatic,35781.57,Skuter,61.32,123.21,146.21
 BeAT,2012.14,12101.1,Automatic,78549.1,Skuter,73.88,88.61,97.23
 Revo,2017.03,5015.96,Kopling,76883.37,Skuter,279.9,76.57,64.87
 Supra X 125,2017.15,18012.23,Automatic,26038.94,Skuter,226.71,65.22,94.21
 Supra X 125,2016.27,31596.49,Kopling,4967.53,Bebek,236.91,80.32,18.41
 Verza,2017.13,21566.74,Manual,52410.6,Bebek,31.43,64.87,77.11
 Sonic 150,2017.77,29768.77,Automatic,68399.2,Bebek,250.89,62.91,147.76
 BeAT Street,2015.91,34736.69,Kopling,104531.5,Sport,122.46,73.0,35.29
 BeAT,2011.71,8903.66,Kopling,110604.06,Sport,78.85,54.77,108.34
 CRF 150,2014.9,25381.77,Automatic,63609.69,Skuter,172.73,45.46,65.25
 CRF 150,2011.62,24836.29,Manual,90082.76,Trail,246.65,81.99,97.87
 BeAT,2014.26,34372.63,Automatic,53078.98,Skuter,233.6,109.75,30.73
 Vario 125,2014.26,34548.76,Kopling,89174.28,Bebek,267.0,42.82,70.57
 CRF 150,2011.53,25222.69,Manual,25487.74,Skuter,278.44,31.18,147.01
 Revo,2013.79,11399.54,Automatic,45050.11,Sport,71.44,51.94,29.29
 Vario 125,2011.89,28713.14,Kopling,76013.63,Skuter,127.16,123.03,95.47
 Revo,2017.47,7138.2,Automatic,3527.45,Bebek,4.39,108.39,86.34
 CB150R,2018.58,28156.04,Manual,86395.08,Skuter,263.8,85.8,84.76
 Supra X 125,2011.58,32196.21,Manual,99699.27,Sport,46.37,118.14,92.27
 Sonic 150,2018.64,15743.02,Manual,48353.61,Trail,258.44,71.19,75.34
 Verza,2015.18,23474.19,Manual,54095.46,Bebek,98.82,123.38,2.54
 CRF 150,2013.4,17219.02,Manual,101552.01,Skuter,110.44,56.74,135.01
 Sonic 150,2011.61,17456.83,Automatic,92653.75,Sport,11.74,51.31,124.05
 Sonic 150,2015.0,13482.26,Manual,35294.38,Bebek,98.06,89.89,26.13
 Sonic 150,2017.36,27576.68,Manual,39509.7,Bebek,266.51,64.68,61.99
 Vario 125,2016.66,33006.77,Kopling,81267.13,Sport,7.66,88.76,115.58
 Revo,2011.4,33149.49,Manual,67656.32,Skuter,121.9,57.58,147.01
 BeAT ,2011.58,9252.0,Kopling,20478.77,Skuter,9.42,87.94,142.67
 CB150R,2014.22,31090.13,Kopling,37857.04,Skuter,111.28,54.75,134.9
 PCX,2013.36,26806.12,Kopling,107282.13,Bebek,51.79,32.94,23.76
 Sonic 150,2012.86,11687.27,Automatic,82360.92,Trail,75.67,116.48,137.17
 Genio,2013.25,5898.21,Automatic,117399.75,Bebek,263.28,113.67,131.77
 Vario 125,2017.43,12160.25,Kopling,91636.93,Skuter,130.81,122.17,56.54
 CRF 150,2018.43,32258.98,Automatic,112222.77,Bebek,82.14,97.5,59.18
 BeAT Street,2014.24,23553.54,Manual,26827.53,Trail,176.8,94.22,68.99
 CRF 150,2018.25,26295.18,Automatic,92163.14,Bebek,42.63,82.22,98.43
 Verza,2013.57,11821.9,Manual,3769.77,Sport,77.82,40.22,39.13
 PCX,2014.81,26243.19,Manual,80311.95,Skuter,163.87,46.36,3.44
 BeAT ,2012.81,4676.36,Automatic,56606.28,Skuter,71.26,56.08,21.18
 Genio,2016.12,15508.65,Automatic,42190.44,Skuter,203.74,114.35,66.02
 CRF 150,2018.83,23353.08,Kopling,102860.63,Bebek,147.45,44.78,42.3
 BeAT ,2015.83,8357.07,Automatic,101903.28,Bebek,231.6,117.52,114.68
 PCX,2013.86,29475.89,Automatic,4015.0,Bebek,284.47,78.71,16.0
 Sonic 150,2016.18,11131.74,Automatic,73104.76,Skuter,34.74,97.41,137.62
 Genio,2011.98,24149.52,Manual,44669.77,Bebek,100.4,38.69,134.3
 BeAT ,2018.11,16440.75,Manual,50297.26,Skuter,95.86,54.1,136.31
 Verza,2015.02,22394.96,Manual,99288.08,Bebek,45.35,120.98,110.94
 Revo,2014.59,7151.35,Kopling,37846.44,Skuter,243.09,53.82,16.05
 Supra X 125,2015.69,4326.66,Kopling,112349.18,Sport,227.96,56.76,65.72
 Revo,2016.0,32176.5,Kopling,22526.54,Bebek,145.33,47.17,19.71
 PCX,2011.57,12211.19,Manual,79366.26,Skuter,161.33,40.52,148.15
 Vario 125,2016.46,29372.1,Automatic,80470.21,Sport,17.86,50.63,49.96
 Supra X 125,2012.94,34977.73,Kopling,31064.03,Sport,166.65,90.31,87.8
 CB150R,2016.71,10395.44,Kopling,39600.83,Trail,237.4,72.17,116.91
 Verza,2017.58,12072.06,Manual,99612.56,Bebek,172.15,81.71,138.09
 CB150R,2017.43,24479.56,Kopling,91024.24,Skuter,79.59,39.87,113.33
 Genio,2015.42,33920.03,Automatic,40112.09,Trail,200.26,105.81,101.18
 BeAT,2015.16,32371.49,Manual,64215.79,Bebek,108.45,104.06,69.9
 Supra X 125,2012.14,19488.21,Manual,8648.24,Sport,163.46,30.09,90.81
 CB150R,2017.2,28605.65,Automatic,25951.83,Bebek,146.27,65.2,14.12
 CRF 150,2013.17,8034.13,Automatic,58552.16,Skuter,114.35,34.67,132.59
 CB150R,2014.97,34294.09,Automatic,11506.58,Sport,215.66,104.83,81.57
 BeAT ,2013.27,33885.86,Kopling,100616.64,Trail,265.16,99.52,6.02
 Revo,2012.07,8907.18,Automatic,85870.89,Bebek,1.56,115.49,137.99
 BeAT ,2016.04,13140.7,Manual,112417.99,Bebek,280.08,50.93,73.4
 Supra X 125,2011.43,6923.74,Automatic,82983.62,Trail,153.45,72.26,130.29
 Supra X 125,2016.99,12276.32,Manual,112037.69,Bebek,210.22,45.9,128.53
 PCX,2013.54,29256.0,Manual,66634.39,Bebek,256.69,64.01,122.36
 BeAT ,2011.0,15602.07,Kopling,72012.12,Bebek,140.13,78.66,9.21
 Supra GTR,2015.09,6556.9,Automatic,116340.44,Sport,250.49,33.17,37.06
 CRF 150,2011.37,14476.09,Kopling,76943.27,Sport,53.29,97.34,131.33
 BeAT Street,2013.21,34417.18,Automatic,5013.32,Skuter,47.75,80.7,134.85
 Revo,2016.66,23444.5,Automatic,86552.91,Bebek,197.24,108.41,68.71
 Supra X 125,2011.5,16782.81,Automatic,107927.54,Skuter,261.04,54.36,66.01
 PCX,2017.71,8994.84,Automatic,94998.18,Sport,267.73,115.62,26.27
