model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 Sonic 150,2015.14,15239.01,Kopling,101617.27,Skuter,265.13,141.74305149381905,119.58
 Revo,2014.44,15995.23,Manual,63074.66,Sport,32.55,95.29326042098486,145.25
 CB150R,2013.54,34263.47,Automatic,28328.13,Trail,128.51,39.54210942027977,8.3
 BeAT,2014.48,33583.64,Manual,15701.03,Sport,139.42,76.87717829243579,88.75
 Sonic 150,2017.19,28762.49,Manual,44147.4,Trail,293.28,134.88198602018775,102.19
 BeAT ,2015.82,11338.52,Kopling,31444.44,Skuter,203.4,114.23290162427118,147.87
 PCX,2018.14,5921.7,Kopling,61007.78,Trail,122.17,100.57175782182411,141.39
 BeAT,2014.55,13686.09,Manual,115097.75,Sport,7.82,85.01785620691368,106.87
 Supra X 125,2015.86,12122.72,Manual,69039.45,Sport,169.62,98.08547595614688,78.27
 Vario 125,2016.05,19583.38,Automatic,106099.4,Trail,28.82,50.19338336195834,24.23
 Supra X 125,2015.73,28063.33,Automatic,77972.75,Bebek,250.33,113.60042028107635,57.63
 BeAT,2016.62,30577.82,Kopling,57308.03,Skuter,225.76,111.86150182094734,87.77
 Genio,2012.9,30157.91,Automatic,101943.27,Skuter,138.15,113.03887462209626,108.78
 Genio,2015.1,15020.52,Automatic,56851.7,Trail,128.76,93.34571482273464,95.31
 BeAT Street,2011.83,25240.02,Kopling,103592.92,Trail,269.2,140.19953992832006,107.12
 CB150R,2014.08,13559.11,Automatic,35697.63,Bebek,86.54,58.18843376466944,64.37
 BeAT ,2014.9,5699.19,Manual,16547.02,Skuter,74.71,68.63556388339023,109.14
 BeAT ,2016.22,25687.13,Automatic,102026.44,Bebek,281.76,105.12440939705014,21.56
 Revo,2018.6,4105.61,Kopling,70505.68,Skuter,242.77,79.8912338355455,24.39
 Revo,2015.81,16565.09,Manual,106000.72,Trail,246.19,88.74601313924829,24.42
 Revo,2016.95,14075.3,Automatic,111734.81,Skuter,58.56,112.246198508201,133.63
 PCX,2015.05,25431.69,Manual,7700.86,Skuter,42.99,20.362609538780056,11.41
 Verza,2016.07,27705.09,Manual,60334.55,Skuter,7.81,87.57395208355642,120.23
 Supra GTR,2011.57,13286.45,Automatic,45508.95,Bebek,71.11,38.18101145861655,35.04
 Verza,2013.04,29120.95,Automatic,75028.87,Bebek,232.26,96.47711224397565,70.26
 Supra X 125,2013.89,12968.91,Kopling,94764.15,Skuter,72.01,120.98953950372233,137.39
 Verza,2014.78,17723.94,Kopling,34404.96,Sport,218.73,78.66777602107341,87.89
 PCX,2011.37,26481.25,Manual,66903.34,Bebek,75.57,38.38100808832846,31.52
 BeAT Street,2012.12,25417.42,Kopling,84779.3,Trail,118.59,82.03190337798846,42.61
 Supra X 125,2013.21,34603.91,Manual,17208.03,Trail,294.95,139.2917233792429,138.07
 Verza,2018.77,10823.8,Manual,97173.3,Skuter,73.44,82.61979451034547,64.07
 PCX,2013.65,24462.66,Kopling,72705.25,Trail,112.91,93.85123689568456,88.05
 Supra GTR,2014.86,22820.47,Kopling,113112.63,Bebek,90.33,90.04155833777294,68.99
 Verza,2012.57,32349.16,Kopling,41339.63,Sport,32.89,44.09587554775108,56.77
 PCX,2015.89,8677.34,Automatic,14115.34,Sport,146.97,39.35883535850098,33.49
 Revo,2013.25,27254.35,Manual,60985.42,Sport,113.61,84.9398350705431,102.93
 BeAT ,2012.66,21528.41,Manual,11487.41,Trail,208.47,96.8878850205442,107.74
 Revo,2015.13,12368.3,Manual,115464.52,Skuter,245.28,95.76404666943104,41.23
 BeAT ,2011.04,18600.89,Kopling,5942.63,Trail,163.27,67.17005164030338,118.35
 CRF 150,2011.06,14212.5,Kopling,90047.52,Skuter,9.66,74.80659971936248,128.18
 Vario 125,2012.75,21873.0,Kopling,63174.02,Sport,185.68,119.33615775429645,138.1
 Vario 125,2011.29,31534.93,Kopling,44762.54,Bebek,16.62,27.886485537702114,24.18
 Vario 125,2011.86,21560.75,Kopling,9137.92,Trail,184.91,44.276575501669384,45.59
 Supra GTR,2013.71,23508.11,Automatic,74594.54,Bebek,205.51,124.66895991499787,129.05
 Revo,2017.42,19983.41,Kopling,70247.44,Sport,59.33,57.18878596868052,29.78
 CRF 150,2015.58,5395.31,Manual,34439.45,Skuter,245.8,39.95014948755124,0.52
 BeAT ,2015.1,11063.95,Kopling,108486.78,Bebek,273.33,133.52544617027598,130.62
 PCX,2013.35,19148.96,Manual,37172.28,Trail,243.93,77.81226978634321,48.97
 Supra X 125,2018.45,13478.03,Kopling,54305.24,Bebek,91.53,50.60183726834481,62.17
 PCX,2014.18,9469.84,Kopling,65369.55,Bebek,175.99,59.64006553828362,66.95
 Supra X 125,2011.7,19527.44,Manual,13184.18,Trail,274.44,96.90559188400059,127.24
 Genio,2015.94,13870.34,Manual,111068.22,Skuter,96.2,74.10337187006071,50.68
 PCX,2011.91,11851.7,Manual,45458.55,Trail,246.01,109.92503173675605,133.84
 Verza,2013.76,18274.88,Manual,10895.4,Sport,2.84,57.426141008434655,92.54
 Verza,2015.06,7957.34,Automatic,46959.29,Skuter,1.09,50.67988852032822,79.09
 CB150R,2017.99,32743.74,Manual,72010.23,Bebek,227.91,105.38352103518433,48.84
 Revo,2014.95,30870.44,Kopling,61826.86,Trail,228.43,89.83941241377059,36.56
 Supra X 125,2016.62,25876.05,Kopling,83110.11,Sport,236.69,113.01531033177197,93.61
 Supra X 125,2018.94,7112.77,Automatic,7919.19,Trail,279.01,79.6309758600017,67.03
 BeAT,2012.05,28005.59,Manual,34869.76,Skuter,35.37,78.8529415007072,136.58
 BeAT Street,2013.2,29006.46,Kopling,97780.85,Sport,69.6,88.75698798162696,73.75
 Revo,2014.16,27752.49,Automatic,10791.21,Bebek,271.12,84.61668078788401,76.77
 Supra GTR,2014.37,7354.62,Kopling,102046.62,Skuter,53.17,66.6451542191488,62.51
 CB150R,2014.29,23888.28,Automatic,12203.4,Sport,204.67,112.4275024416775,118.39
 Supra GTR,2018.26,29829.1,Automatic,99572.05,Skuter,159.14,107.78941556430881,63.73
 Supra GTR,2016.71,21811.85,Manual,43841.0,Bebek,24.96,48.264408416834854,40.4
 Supra GTR,2015.86,23966.26,Automatic,73422.91,Sport,85.58,112.29169236360941,129.3
 CRF 150,2013.47,18099.48,Kopling,19379.55,Trail,156.11,66.67247668118308,89.52
 Revo,2017.59,20294.14,Kopling,9176.35,Trail,255.71,97.46735244070207,88.73
 Supra GTR,2018.64,4871.52,Manual,26798.07,Bebek,212.26,82.89377374360578,91.62
 Verza,2017.57,23734.01,Manual,16434.15,Sport,186.56,98.00337711746265,107.83
 BeAT Street,2011.01,6340.07,Automatic,38148.37,Bebek,148.81,33.27995364690153,46.96
 BeAT Street,2016.09,17371.02,Manual,61912.82,Bebek,89.61,41.26945235845825,5.08
 Vario 125,2011.41,12929.55,Kopling,70663.85,Skuter,35.77,77.5822324384614,121.59
 Genio,2013.06,20815.81,Kopling,94326.09,Trail,122.72,76.44112086611308,19.34
 Supra X 125,2011.48,7961.46,Manual,78603.53,Bebek,8.56,69.81302343127902,108.27
 BeAT,2015.83,25377.58,Manual,73016.9,Skuter,63.32,72.2677210996196,12.35
 Supra X 125,2016.49,28602.56,Manual,49840.86,Bebek,129.75,70.1756223208246,56.3
 Genio,2011.92,8895.5,Automatic,57138.83,Bebek,125.58,40.1261661514297,9.45
 BeAT,2014.07,7053.46,Automatic,50163.11,Bebek,13.29,43.91283033577294,78.33
 CRF 150,2014.65,8338.94,Kopling,100479.41,Trail,176.72,122.48946690508093,97.97
 Revo,2013.95,31164.5,Automatic,28452.62,Sport,164.91,52.03332218298141,25.71
 PCX,2011.97,20277.98,Automatic,2064.12,Trail,23.43,16.229665790394485,55.74
 Revo,2014.35,18377.08,Automatic,78024.65,Skuter,282.95,132.3984756351066,139.54
 Supra X 125,2017.01,7128.3,Automatic,25212.5,Sport,29.81,15.401849213805967,66.36
 Supra X 125,2011.57,24064.5,Kopling,106121.06,Skuter,256.45,129.32932743022695,120.38
 BeAT,2011.64,30879.72,Manual,102465.53,Bebek,0.09,94.53156934562804,139.08
 BeAT,2013.84,29637.57,Kopling,10418.67,Sport,264.68,125.23516392190633,146.15
 CRF 150,2018.53,23331.28,Automatic,13908.55,Skuter,5.92,80.82364257544931,134.75
 Genio,2016.35,6147.62,Manual,59652.39,Bebek,227.34,93.0299888315509,47.61
 Supra GTR,2016.43,7305.67,Manual,73071.53,Skuter,108.51,111.3550129439083,144.39
 Revo,2013.9,5337.39,Manual,33736.44,Skuter,221.47,85.09234994430957,121.86
 BeAT,2015.75,11832.09,Kopling,85728.7,Trail,120.52,93.58578885745233,125.58
 BeAT ,2011.08,8031.5,Manual,71388.22,Bebek,21.27,16.873083769734905,2.28
 Genio,2016.09,11912.24,Kopling,39609.48,Trail,230.25,101.26239890571584,143.14
 Verza,2018.31,15812.43,Kopling,4376.18,Sport,21.38,79.93252505009565,116.71
 CRF 150,2015.9,33219.12,Automatic,89652.93,Bebek,276.64,159.61701697180507,115.2
 Supra X 125,2017.99,22842.12,Automatic,26658.7,Trail,15.29,22.672550117243667,12.23
 Genio,2016.79,29849.35,Manual,99574.35,Trail,143.8,72.86881898398423,34.89
 Revo,2011.96,25961.26,Manual,50841.93,Sport,216.91,135.0923625338097,144.34
 BeAT,2018.22,7308.99,Automatic,69289.35,Skuter,117.97,73.74976741479354,75.1
 Supra X 125,2011.53,26758.98,Kopling,104101.27,Skuter,65.17,87.71347429736194,59.68
 PCX,2015.27,12381.81,Kopling,103004.02,Skuter,227.73,111.50439431564833,125.99
 CRF 150,2012.14,23738.53,Automatic,45103.62,Sport,235.29,56.40473273363067,13.1
 Genio,2011.09,14436.67,Kopling,25968.66,Trail,276.81,74.43892842556731,62.54
 CB150R,2014.38,34925.38,Automatic,92593.91,Bebek,112.85,92.05936501772085,56.36
 Supra X 125,2013.36,12021.54,Automatic,52346.78,Sport,151.88,54.7059734282614,52.48
 Revo,2014.89,12507.59,Manual,23986.47,Skuter,108.94,48.71872649450617,46.15
 Vario 125,2015.62,32835.04,Manual,107804.78,Skuter,77.12,69.24925957488477,31.51
 BeAT ,2011.35,4567.88,Automatic,24699.74,Bebek,225.31,38.36087577462996,25.94
 Sonic 150,2011.98,25535.0,Manual,4427.45,Sport,101.9,63.7255161285794,96.06
 Supra GTR,2015.47,26428.46,Automatic,3777.12,Skuter,128.44,98.91402772747917,137.91
 Sonic 150,2013.75,29893.18,Kopling,74612.0,Sport,121.1,96.86973542113407,76.33
 Revo,2016.83,34200.53,Kopling,79243.03,Trail,213.8,92.70604073265655,44.7
 Verza,2016.22,34236.8,Kopling,37987.86,Sport,275.34,74.51139779858913,23.87
 Verza,2017.76,5835.57,Kopling,39043.17,Trail,200.03,111.612730770259,124.52
 Vario 125,2016.54,29439.57,Automatic,41335.51,Bebek,141.47,121.1259600515965,145.72
 Supra GTR,2014.44,23963.22,Kopling,81417.77,Trail,233.76,89.85567689704952,52.37
 CB150R,2016.38,23995.43,Kopling,8230.96,Trail,192.29,80.15464697783726,43.64
 Vario 125,2013.2,7803.39,Kopling,110709.9,Bebek,18.18,69.65537399161654,90.22
 BeAT Street,2013.45,24084.19,Kopling,27572.6,Skuter,28.7,80.25135346969651,116.3
 Sonic 150,2017.31,34451.47,Automatic,119011.55,Bebek,11.38,94.34089189767266,68.31
 Vario 125,2014.57,32246.83,Kopling,21572.19,Sport,137.04,106.70252316976219,94.51
 Sonic 150,2017.39,17499.44,Manual,92170.38,Bebek,247.76,146.24876902952832,107.48
 Supra X 125,2017.58,5045.34,Manual,27677.5,Sport,93.92,80.6608010068359,144.09
 Verza,2017.86,15102.19,Manual,10903.35,Skuter,115.25,47.804168669012014,24.76
 Supra X 125,2018.33,29581.55,Manual,104334.78,Sport,272.84,175.63277929080073,149.61
 BeAT ,2014.45,25685.07,Manual,102430.81,Bebek,251.07,126.40411785748877,58.82
 BeAT Street,2013.55,18130.06,Manual,48874.69,Bebek,199.51,87.74689306550843,108.48
 Supra GTR,2015.66,5518.11,Automatic,84034.23,Skuter,80.04,78.14586362596744,85.86
 CB150R,2013.97,17117.69,Manual,66934.82,Bebek,35.11,69.40566564529918,73.0
 CRF 150,2015.81,18432.11,Kopling,101748.96,Skuter,4.82,66.72231157286869,104.71
 Sonic 150,2016.64,32769.0,Manual,38460.17,Skuter,32.1,49.972516064021136,59.36
 CB150R,2016.51,23800.25,Automatic,63005.77,Bebek,87.78,33.31557341174651,18.92
 Sonic 150,2014.0,13522.26,Manual,58499.43,Trail,165.54,73.15217815975528,73.33
 Revo,2012.33,20188.4,Kopling,43031.21,Sport,19.2,56.46836759093665,78.29
 Vario 125,2014.44,5859.86,Kopling,106278.71,Trail,40.87,60.36225415021407,30.29
 BeAT ,2012.14,34142.16,Automatic,20908.03,Skuter,54.32,88.56461388518082,140.34
 Verza,2018.12,15032.51,Automatic,18982.04,Sport,189.59,75.29382124694222,34.12
 CRF 150,2013.77,18707.98,Automatic,69269.6,Trail,184.74,68.10943334504833,61.38
 BeAT,2012.24,14883.5,Automatic,78751.11,Bebek,165.23,40.99521584470554,23.24
 Sonic 150,2011.2,25092.68,Manual,24289.71,Trail,75.15,55.15241270150696,80.37
 CB150R,2016.17,24459.98,Manual,47362.42,Sport,111.34,68.70061004048999,46.15
 BeAT ,2016.1,26116.34,Kopling,112762.76,Sport,29.01,86.30185367360221,73.39
 PCX,2013.72,12164.8,Automatic,30407.76,Sport,67.94,7.985891205534124,33.69
 CRF 150,2011.57,13647.54,Automatic,80029.65,Sport,269.31,67.23816704317629,8.07
 PCX,2014.28,7706.71,Manual,88476.24,Trail,293.91,110.7482327185292,116.88
 Supra X 125,2013.49,24250.26,Automatic,54117.37,Bebek,194.3,105.37203840481824,96.16
 Verza,2016.42,5040.63,Kopling,111699.37,Bebek,275.05,105.25482416516722,51.11
 BeAT,2015.85,22446.09,Kopling,88065.29,Sport,192.82,64.29264022497544,7.12
 Revo,2013.92,30932.64,Automatic,55269.95,Bebek,9.96,82.78663621835697,129.84
 CB150R,2012.74,31592.07,Kopling,68378.41,Trail,299.03,85.38497732601654,25.47
 BeAT,2018.9,17808.53,Kopling,82883.21,Bebek,29.69,103.10729777447044,139.61
 Vario 125,2014.63,18128.82,Manual,71067.5,Skuter,204.79,101.96936883805823,71.79
 Vario 125,2016.51,6200.36,Kopling,104777.68,Bebek,75.85,54.608386895822875,51.06
 CB150R,2012.12,24726.2,Automatic,43382.16,Sport,117.59,90.48852111694323,111.26
 Supra GTR,2014.88,29421.47,Automatic,36675.26,Bebek,193.78,110.31650193960577,131.53
 Revo,2011.22,11431.99,Kopling,26551.07,Bebek,130.95,34.7926690401179,55.61
 BeAT ,2015.04,16943.17,Automatic,5836.51,Bebek,75.16,39.91188762356008,61.1
 Sonic 150,2018.71,29969.95,Manual,6451.98,Bebek,100.33,56.57774286974991,64.97
 CRF 150,2014.07,31164.28,Kopling,103760.82,Skuter,102.46,120.37301539123963,138.35
 Supra GTR,2011.31,11385.97,Kopling,81210.06,Trail,287.8,99.67286507772549,103.88
 Sonic 150,2011.25,20976.25,Kopling,79108.58,Sport,239.58,101.56546071585088,37.15
 Sonic 150,2014.1,9804.59,Automatic,73709.26,Sport,137.56,53.08699801243293,27.75
 Supra GTR,2012.28,6977.52,Automatic,101309.28,Bebek,59.95,38.094015822720664,34.56
 Supra X 125,2011.19,32225.05,Kopling,57898.73,Trail,243.3,88.30320023850344,39.53
 PCX,2017.05,29398.01,Automatic,103802.67,Bebek,47.15,73.29696393082244,34.53
 Sonic 150,2014.67,27511.33,Automatic,43682.94,Skuter,63.14,75.76001450951966,98.78
 Supra GTR,2013.31,5320.46,Kopling,110426.48,Trail,109.8,56.56178231184009,17.39
 Supra GTR,2018.2,30122.49,Kopling,83594.28,Trail,264.1,127.41126849701892,58.1
 BeAT Street,2011.93,17465.54,Automatic,31650.2,Trail,39.54,46.924995124615066,93.76
 BeAT,2018.65,14481.39,Kopling,67760.67,Trail,36.67,47.49555402339756,43.63
 Genio,2013.51,20848.52,Kopling,64106.84,Bebek,148.19,49.483724848445476,9.79
 Supra X 125,2018.11,6649.13,Kopling,17616.04,Skuter,82.92,-1.81466299526382,12.27
 Verza,2015.82,27405.62,Kopling,70956.05,Trail,170.62,58.20452387775718,18.9
 Genio,2017.61,21970.39,Automatic,38428.36,Sport,135.49,115.78677358838554,125.38
 BeAT,2018.87,9620.42,Kopling,7550.3,Sport,130.49,86.0885444601745,98.68
 BeAT,2013.31,9671.66,Manual,113008.93,Skuter,33.59,35.644902242548014,9.68
 BeAT,2018.69,9547.37,Kopling,76868.12,Sport,42.31,65.63790391459156,58.66
 Genio,2014.12,5577.42,Manual,104568.4,Bebek,246.32,88.63205044920335,41.79
 CB150R,2014.08,22137.72,Kopling,80935.07,Bebek,265.76,147.2068314600939,86.71
 PCX,2013.72,30017.02,Manual,43393.34,Skuter,70.41,81.90777357922777,78.42
 Supra GTR,2015.33,4344.93,Manual,61713.37,Trail,34.04,45.885749985761805,72.17
 CRF 150,2012.23,5327.9,Kopling,80898.69,Sport,16.03,24.401630959778196,47.18
 PCX,2015.43,21668.86,Kopling,114373.33,Sport,182.49,69.38253611101678,20.67
 Revo,2015.33,29366.45,Kopling,31237.49,Skuter,214.61,111.50012836536031,111.36
 CB150R,2017.1,13992.93,Manual,104339.93,Skuter,111.84,107.68376413600872,131.98
 Verza,2017.67,14706.62,Automatic,110117.07,Sport,203.9,125.56383240840073,141.62
 PCX,2014.52,22404.41,Automatic,80271.42,Trail,213.89,66.25966857722062,8.79
 CRF 150,2013.42,12354.17,Kopling,110962.9,Skuter,280.6,118.4840955745312,110.99
 Vario 125,2013.07,4629.15,Automatic,48205.0,Bebek,19.46,68.95218048025,108.98
 BeAT,2012.56,26737.39,Automatic,113521.93,Sport,57.69,124.83415855494347,142.07
 Sonic 150,2011.46,23318.65,Kopling,84079.73,Skuter,20.56,46.9711497311301,37.94
 Revo,2013.74,21918.01,Manual,6333.36,Skuter,260.4,113.69681892392866,111.33
 Supra X 125,2013.16,26938.8,Kopling,108092.75,Skuter,237.78,88.85633652650426,8.19
 Verza,2018.73,24865.53,Automatic,58393.59,Sport,172.39,98.11211767408771,94.69
 Revo,2015.46,10222.31,Manual,55552.61,Bebek,25.1,55.940928749200054,52.63
 BeAT,2013.78,14796.06,Automatic,68040.89,Bebek,81.99,89.19658108084863,115.34
 Sonic 150,2015.64,7733.51,Manual,18967.44,Sport,89.32,60.7392901595465,129.5
 CB150R,2012.11,7850.41,Automatic,56592.61,Skuter,168.22,56.31975985203883,54.72
 Sonic 150,2014.55,24895.63,Kopling,99180.6,Sport,77.41,79.69240442741531,78.84
 Genio,2016.01,30586.46,Automatic,3212.65,Sport,21.89,11.77492255444615,17.61
 Sonic 150,2014.91,33835.29,Automatic,33502.16,Skuter,219.23,102.04152380904888,62.54
 Genio,2014.21,23402.8,Manual,1679.8,Sport,89.72,62.74824715994754,54.12
 CB150R,2018.95,9542.78,Automatic,50303.18,Trail,135.71,39.55051616869871,27.47
 BeAT ,2018.04,7095.19,Kopling,87083.87,Bebek,38.3,98.3624263795367,134.17
 BeAT,2015.99,29159.14,Kopling,95373.69,Trail,240.76,91.63355972954733,22.21
 Genio,2015.56,21855.62,Kopling,112601.08,Trail,169.66,111.52004885473868,95.36
 Supra X 125,2015.97,23088.87,Manual,72987.04,Trail,270.48,133.4967218255792,133.52
 Sonic 150,2012.61,28179.84,Manual,31350.14,Sport,148.64,93.46125698265872,136.8
 Sonic 150,2014.16,25740.55,Automatic,110125.32,Skuter,282.43,147.52424866453083,118.99
 Supra X 125,2011.32,29833.26,Automatic,92613.88,Sport,267.56,86.48206036711518,26.42
 Vario 125,2014.8,5552.82,Automatic,68977.68,Bebek,172.94,99.85030733645495,122.61
 Supra GTR,2015.34,27120.9,Manual,83239.33,Sport,280.17,105.86062195611565,41.48
 BeAT ,2012.82,30344.76,Manual,110145.14,Sport,96.93,121.50120041663978,138.36
 Verza,2018.71,12726.13,Automatic,85210.57,Sport,109.69,89.75999274010616,106.36
 CRF 150,2018.28,23780.31,Manual,44733.58,Sport,13.64,76.09191618858898,117.79
 Genio,2016.78,13600.54,Manual,85285.19,Trail,176.76,73.9040069620234,12.75
 Supra X 125,2015.27,33686.74,Kopling,6130.09,Skuter,216.58,99.24983247951623,87.41
 CRF 150,2017.96,4841.78,Kopling,46856.27,Bebek,232.06,96.04706566004783,123.17
 CB150R,2012.05,21887.96,Automatic,49198.56,Bebek,44.94,80.63007197019733,129.24
 Genio,2017.32,8993.74,Automatic,21021.02,Bebek,133.25,36.46846025990402,4.29
 Supra GTR,2012.0,26019.56,Kopling,4107.21,Sport,53.06,57.07748864252643,140.87
 CRF 150,2017.35,9286.6,Manual,17084.5,Bebek,198.64,45.99218544287751,6.5
 CB150R,2013.21,11142.72,Automatic,78413.11,Trail,47.38,59.55959913745028,92.18
 Revo,2018.02,19222.87,Automatic,95787.5,Skuter,271.25,141.0323794547761,104.01
 BeAT,2018.55,32340.94,Automatic,117662.03,Sport,69.19,73.13971234669717,16.1
 Sonic 150,2012.19,10404.28,Manual,42143.78,Sport,87.42,1.7111573830985378,7.2
 Revo,2014.7,8299.14,Kopling,71913.36,Trail,255.27,96.49379658057458,117.74
 Genio,2018.85,27478.32,Automatic,111654.54,Bebek,137.54,106.13437669830104,57.7
 Supra GTR,2014.87,19417.83,Kopling,21044.97,Sport,7.2,18.749545421935835,16.07
 BeAT ,2017.91,32245.78,Kopling,85828.46,Sport,148.38,116.97838857567255,114.4
 CRF 150,2015.71,8373.23,Manual,90221.04,Trail,25.36,91.27127003284666,127.37
 BeAT,2014.0,23951.3,Manual,11859.77,Trail,295.6,82.07625356652903,88.11
 Genio,2013.29,11064.6,Manual,102724.74,Bebek,176.43,67.17030592333468,24.19
 Supra X 125,2012.63,8689.77,Manual,97060.13,Skuter,76.96,22.38873506718911,2.28
 PCX,2017.09,25121.31,Manual,5321.16,Skuter,169.12,82.42104217911906,105.12
 Genio,2014.09,22321.37,Manual,12107.9,Bebek,23.06,46.92249851077865,82.52
 BeAT,2015.09,27348.86,Automatic,7171.22,Skuter,239.97,88.24330505712304,97.62
 Sonic 150,2014.94,13453.92,Kopling,40776.59,Trail,277.6,109.32008715911489,121.98
 Sonic 150,2015.62,17775.27,Manual,61313.43,Trail,262.33,108.10765875390082,65.13
 Genio,2017.92,16449.31,Automatic,64026.5,Trail,102.53,47.18293406919456,18.68
 CB150R,2018.85,34501.61,Kopling,32884.4,Skuter,97.73,122.79773544537277,141.0
 PCX,2014.26,12916.88,Manual,108648.58,Skuter,10.53,58.06681400943263,81.79
 Supra X 125,2017.62,12997.0,Manual,44720.43,Sport,195.42,97.19679359588959,92.29
 Genio,2017.12,14860.55,Automatic,6750.39,Sport,160.47,108.74284203064055,140.01
 CB150R,2015.59,21413.77,Kopling,36715.42,Sport,137.8,78.23503371639036,139.74
 Sonic 150,2018.65,11671.22,Manual,63880.8,Skuter,272.29,102.2398436967221,85.81
 Sonic 150,2012.6,32355.13,Kopling,49421.97,Sport,50.36,59.75176342128208,44.64
 Supra GTR,2011.87,12088.12,Automatic,33611.04,Trail,2.9,64.10187940405912,149.57
 Genio,2017.83,31747.56,Manual,16842.36,Skuter,21.99,76.88389852757692,102.12
 PCX,2014.51,7027.32,Kopling,97773.08,Bebek,67.01,55.618300452058904,61.27
 Vario 125,2017.78,24283.1,Automatic,118596.45,Skuter,9.99,92.64629278165924,83.98
 PCX,2018.14,32096.04,Automatic,40164.6,Sport,150.85,86.11825628631696,62.38
 Sonic 150,2011.5,9063.81,Manual,46292.15,Skuter,94.23,88.05584438346044,133.25
 Sonic 150,2018.07,34009.83,Kopling,74108.68,Sport,54.14,91.02239651101047,72.37
 Revo,2014.59,17928.51,Manual,85922.11,Sport,225.03,127.3024183492645,123.53
 Sonic 150,2015.08,33304.37,Manual,47516.8,Bebek,61.34,93.19260322726716,126.03
 Supra X 125,2016.01,24915.11,Kopling,107864.1,Bebek,206.28,132.75685952036247,123.65
 Verza,2018.41,13208.21,Kopling,67280.51,Trail,104.78,88.09152964359659,108.33
 Genio,2011.15,9673.85,Kopling,54383.45,Sport,153.55,91.27710572733713,128.23
 CRF 150,2014.81,13275.23,Automatic,77477.87,Skuter,280.16,93.4966677690021,58.08
 PCX,2016.5,6701.05,Automatic,113496.95,Bebek,11.21,44.466816089197934,17.2
 Verza,2016.78,8287.54,Kopling,94877.23,Bebek,150.08,131.56118733169643,126.37
 CB150R,2016.54,7064.3,Automatic,6098.9,Sport,256.33,82.40506524300869,74.73
 Vario 125,2012.08,16994.42,Manual,40490.25,Skuter,176.39,43.30028472046814,19.11
 Supra X 125,2013.4,28620.25,Kopling,56754.82,Bebek,83.06,60.57131941551603,17.3
